USDAInspectionNumber,StoredCropID,PlantedCropID,StorageBinID,isEstimated,PercentOfHarvestedYield,PercentBruiseFree,PercentSixOz,PercentSoftRot,PercentTenOz,PercentUndersize,PercentUnusable,PercentUSDA1,SpecificGravity,PercentHollow,PercentInternalDiscolored,PercentMechanicalDamaged,PercentPinkEye,PercentPitScab
4028,76411166-C5A6-440D-B16B-CCDC1A926841,F0B8092D-043F-47D9-8971-69B44F8B246E,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.160508673,,0.57,0.009,0.121,0.035,0.017,,1.0822,0,0,0.003,0,0.003
4029,2E176610-EBA5-4C10-AF3C-6ADC90061A0E,009591A3-91E9-409A-A6CE-4E74D0602713,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.222337429,,0.614,0.01,0.168,0.031,0.067,,1.074,0.027,0.01,0.004,0,0.004
4030,2E176610-EBA5-4C10-AF3C-6ADC90061A0E,009591A3-91E9-409A-A6CE-4E74D0602713,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.109408013,,0.607,0.009,0.18,0.031,0.088,,1.0778,0.052,0.01,0.008,0,0.001
4030001,2E176610-EBA5-4C10-AF3C-6ADC90061A0E,009591A3-91E9-409A-A6CE-4E74D0602713,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.103907452,,0.607,0.009,0.18,0.031,0.088,,1.0778,0.052,0.01,0.008,0,0.001
4031,76411166-C5A6-440D-B16B-CCDC1A926841,F0B8092D-043F-47D9-8971-69B44F8B246E,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.042917009,,0.587,0.009,0.13,0.036,0.018,,1.0851,0.001,0,0.006,0,0.002
4031001,76411166-C5A6-440D-B16B-CCDC1A926841,F0B8092D-043F-47D9-8971-69B44F8B246E,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.042848191,,0.587,0.009,0.13,0.036,0.018,,1.0851,0.001,0,0.006,0,0.002
4031002,76411166-C5A6-440D-B16B-CCDC1A926841,F0B8092D-043F-47D9-8971-69B44F8B246E,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.05005596,,0.587,0.009,0.13,0.036,0.018,,1.0851,0.001,0,0.006,0,0.002
4033,2E176610-EBA5-4C10-AF3C-6ADC90061A0E,009591A3-91E9-409A-A6CE-4E74D0602713,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.144419882,,0.67,0.009,0.239,0.021,0.081,,1.0806,0.044,0.011,0.003,0,0.002
4033001,2E176610-EBA5-4C10-AF3C-6ADC90061A0E,009591A3-91E9-409A-A6CE-4E74D0602713,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.145486084,,0.67,0.009,0.239,0.021,0.081,,1.0806,0.044,0.011,0.003,0,0.002
4034,73CFC28E-70CF-42C9-8807-A7C8ABBB6254,F19C02E0-DE09-473A-A2EE-198BED7C463C,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.102767658,,0.812,0.009,0.385,0.007,0.011,,1.089,0,0,0,0,0
4035,2E176610-EBA5-4C10-AF3C-6ADC90061A0E,009591A3-91E9-409A-A6CE-4E74D0602713,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.072827816,,0.659,0.009,0.271,0.023,0.098,,1.0762,0.058,0.016,0,0,0.002
4031005,76411166-C5A6-440D-B16B-CCDC1A926841,F0B8092D-043F-47D9-8971-69B44F8B246E,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.020402693,,0.587,0.009,0.13,0.036,0.018,,1.0851,0.001,0,0.006,0,0.002
4032,2E176610-EBA5-4C10-AF3C-6ADC90061A0E,009591A3-91E9-409A-A6CE-4E74D0602713,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.136623888,,0.615,0.009,0.189,0.03,0.044,,1.0772,0.019,0.004,0.003,0,0.002
4032001,2E176610-EBA5-4C10-AF3C-6ADC90061A0E,009591A3-91E9-409A-A6CE-4E74D0602713,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.027228917,,0.615,0.009,0.189,0.03,0.044,,1.0772,0.019,0.004,0.003,0,0.002
4032002,2E176610-EBA5-4C10-AF3C-6ADC90061A0E,009591A3-91E9-409A-A6CE-4E74D0602713,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.037760519,,0.615,0.009,0.189,0.03,0.044,,1.0772,0.019,0.004,0.003,0,0.002
4031003,76411166-C5A6-440D-B16B-CCDC1A926841,F0B8092D-043F-47D9-8971-69B44F8B246E,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.116783959,,0.587,0.009,0.13,0.036,0.018,,1.0851,0.001,0,0.006,0,0.002
4031004,76411166-C5A6-440D-B16B-CCDC1A926841,F0B8092D-043F-47D9-8971-69B44F8B246E,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.073678606,,0.587,0.009,0.13,0.036,0.018,,1.0851,0.001,0,0.006,0,0.002
1,76411166-C5A6-440D-B16B-CCDC1A926841,F0B8092D-043F-47D9-8971-69B44F8B246E,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.159853092,,0.79,0.003,0.326,0.011,0.014,,1.0894,0,0,0.002,0,0.004
4036,34A828FE-8F1A-4FF7-9DD4-A58216D652B7,DDDAD8DE-93F9-4A78-8FF6-71B9953F4D94,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.461394407,,0.419,0.007,0.061,0.038,0.049,,1.0825,0.002,0,0.006,0,0.034
4037,76411166-C5A6-440D-B16B-CCDC1A926841,F0B8092D-043F-47D9-8971-69B44F8B246E,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.088847518,,0.69,0.025,0.268,0.028,0.045,,1.0865,0.004,0,0.002,0,0.006
4038,9DA03443-98E7-45FE-BD94-B9AC68C63331,0C678F12-886C-4A22-BC8D-6A4BDBFBE477,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.56697403,,0.597,0.06,0.194,0.021,0.077,,1.0903,0.005,0,0.006,0,0
4040,9DA03443-98E7-45FE-BD94-B9AC68C63331,0C678F12-886C-4A22-BC8D-6A4BDBFBE477,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.43302597,,0.597,0.046,0.177,0.021,0.053,,1.088,0,0,0.005,0,0
4041,ABEFA1F9-7234-43E4-8859-7E17BD906ADA,4991C323-85FB-462C-AFEE-ED0438578C34,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.257085347,,0.728,0.009,0.304,0.018,0.017,,1.0937,0,0,0.005,0,0
4042,76411166-C5A6-440D-B16B-CCDC1A926841,F0B8092D-043F-47D9-8971-69B44F8B246E,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.144206077,,0.702,0.031,0.287,0.021,0.046,,1.0884,0,0,0,0,0.004
4048001,8F64D166-CC08-437A-AC1A-8DAA25B312D3,27D64F8B-B02C-4CF7-B75F-A29EDEA44C67,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.068140521,,0.376,0.022,0.051,0.059,0.097,,1.0856,0,0,0.006,0,0.072
4049001,34A828FE-8F1A-4FF7-9DD4-A58216D652B7,DDDAD8DE-93F9-4A78-8FF6-71B9953F4D94,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.091894217,,0.473,0.022,0.112,0.022,0.094,,1.083,0,0,0.006,0,0.067
4043,76411166-C5A6-440D-B16B-CCDC1A926841,F0B8092D-043F-47D9-8971-69B44F8B246E,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.099898222,,0.716,0.029,0.285,0.022,0.048,,1.0939,0,0,0,0,0.006
4045,ABEFA1F9-7234-43E4-8859-7E17BD906ADA,4991C323-85FB-462C-AFEE-ED0438578C34,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.416912483,,0.719,0.009,0.309,0.023,0.022,,1.0978,0,0,0.003,0,0.002
4046,0F2E24AA-2076-4A74-B45B-B4A247734A78,0EAEA8B2-EC95-484B-9379-FAE45ED32709,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.275906519,,0.531,0.069,0.142,0.024,0.085,,1.086,0,0,0.001,0,0.004
4048,8F64D166-CC08-437A-AC1A-8DAA25B312D3,27D64F8B-B02C-4CF7-B75F-A29EDEA44C67,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.028538121,,0.376,0.022,0.051,0.059,0.097,,1.0856,0,0,0.006,0,0.072
4049,34A828FE-8F1A-4FF7-9DD4-A58216D652B7,DDDAD8DE-93F9-4A78-8FF6-71B9953F4D94,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.446711375,,0.473,0.022,0.112,0.022,0.094,,1.083,0,0,0.006,0,0.067
4050,0F2E24AA-2076-4A74-B45B-B4A247734A78,0EAEA8B2-EC95-484B-9379-FAE45ED32709,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.319586546,,0.548,0.036,0.117,0.027,0.047,,1.0914,0,0,0,0,0.003
4051001,EEA2DB92-BCDE-4A21-82BF-1D25CDB20E4F,88397F06-7E9D-47AA-8B9B-49D544111146,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.009612198,,0.571,0.014,0.146,0.025,0.025,,1.0805,0,0,0.004,0,0.005
4050001,0F2E24AA-2076-4A74-B45B-B4A247734A78,0EAEA8B2-EC95-484B-9379-FAE45ED32709,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.009037741,,0.548,0.036,0.117,0.027,0.047,,1.0914,0,0,0,0,0.003
4052001,0F2E24AA-2076-4A74-B45B-B4A247734A78,0EAEA8B2-EC95-484B-9379-FAE45ED32709,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.231706094,,0.624,0.042,0.175,0.017,0.049,,1.0896,0,0,0.003,0,0.001
4053001,FA946E9F-42EF-48B4-B2B4-0E9C6DCF7236,062FE063-67A3-4852-9572-B7247AE660A1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.015463085,,0.683,0.024,0.273,0.027,0.032,,1.0974,0,0,0.001,0,0
4053002,FA946E9F-42EF-48B4-B2B4-0E9C6DCF7236,062FE063-67A3-4852-9572-B7247AE660A1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.018181176,,0.683,0.024,0.273,0.027,0.032,,1.0974,0,0,0.001,0,0
4053003,FA946E9F-42EF-48B4-B2B4-0E9C6DCF7236,062FE063-67A3-4852-9572-B7247AE660A1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.01494319,,0.683,0.024,0.273,0.027,0.032,,1.0974,0,0,0.001,0,0
4053004,FA946E9F-42EF-48B4-B2B4-0E9C6DCF7236,062FE063-67A3-4852-9572-B7247AE660A1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.039153631,,0.683,0.024,0.273,0.027,0.032,,1.0974,0,0,0.001,0,0
4053005,FA946E9F-42EF-48B4-B2B4-0E9C6DCF7236,062FE063-67A3-4852-9572-B7247AE660A1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.030030235,,0.683,0.024,0.273,0.027,0.032,,1.0974,0,0,0.001,0,0
4048002,8F64D166-CC08-437A-AC1A-8DAA25B312D3,27D64F8B-B02C-4CF7-B75F-A29EDEA44C67,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.006222879,,0.376,0.022,0.051,0.059,0.097,,1.0855,0,0,0.006,0,0.072
4048003,8F64D166-CC08-437A-AC1A-8DAA25B312D3,27D64F8B-B02C-4CF7-B75F-A29EDEA44C67,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.025401791,,0.376,0.022,0.051,0.059,0.097,,1.0856,0,0,0.006,0,0.072
4045001,ABEFA1F9-7234-43E4-8859-7E17BD906ADA,4991C323-85FB-462C-AFEE-ED0438578C34,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.254027956,,0.719,0.009,0.309,0.023,0.022,,1.0978,0,0,0.003,0,0.002
4045002,ABEFA1F9-7234-43E4-8859-7E17BD906ADA,4991C323-85FB-462C-AFEE-ED0438578C34,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.071974214,,0.719,0.009,0.309,0.023,0.022,,1.0978,0,0,0.003,0,0.002
4052,0F2E24AA-2076-4A74-B45B-B4A247734A78,0EAEA8B2-EC95-484B-9379-FAE45ED32709,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.097639111,,0.624,0.042,0.175,0.017,0.049,,1.0896,0,0,0.003,0,0.001
4054,5C69B5F1-EA17-4DE6-979F-E11034E4F966,0BBFEEA3-F2A9-47F9-88EF-FEE79FAFCD0F,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.013537997,,0.682,0.018,0.246,0.014,0.022,,1.0816,0,0,0.009,0,0
4055,37FDAB4B-65A1-4E96-AAC1-ECAA0D68B615,5CB85B80-3CDA-44E3-8F05-E060749789A1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.018160613,,0.611,0.024,0.174,0.011,0.026,,1.0875,0,0,0.004,0,0
4051,EEA2DB92-BCDE-4A21-82BF-1D25CDB20E4F,88397F06-7E9D-47AA-8B9B-49D544111146,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.01025874,,0.571,0.014,0.146,0.025,0.025,,1.0805,0,0,0.004,0,0.005
4053,FA946E9F-42EF-48B4-B2B4-0E9C6DCF7236,062FE063-67A3-4852-9572-B7247AE660A1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.135417455,,0.683,0.024,0.273,0.027,0.032,,1.0974,0,0,0.001,0,0
4058001,FA946E9F-42EF-48B4-B2B4-0E9C6DCF7236,062FE063-67A3-4852-9572-B7247AE660A1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.02447796,,0.738,0.02,0.32,0.019,0.032,,1.0949,0,0,0.005,0,0
4056,D15E8CB1-C00D-452C-BAA3-B693F70E184F,B06C6A89-EE20-4CA2-93DF-954FA1B3D142,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.099209229,,0.656,0.051,0.221,0.015,0.06,,1.0885,0,0,0,0,0
4057,0F2E24AA-2076-4A74-B45B-B4A247734A78,0EAEA8B2-EC95-484B-9379-FAE45ED32709,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.066123988,,0.659,0.034,0.208,0.017,0.042,,1.091,0,0,0.006,0,0.003
4058,FA946E9F-42EF-48B4-B2B4-0E9C6DCF7236,062FE063-67A3-4852-9572-B7247AE660A1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.101982667,,0.738,0.02,0.32,0.019,0.032,,1.0949,0,0,0.005,0,0
4059,FA946E9F-42EF-48B4-B2B4-0E9C6DCF7236,062FE063-67A3-4852-9572-B7247AE660A1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.099479096,,0.72,0.044,0.322,0.021,0.057,,1.092,0,0.007,0.002,0,0
4060,D15E8CB1-C00D-452C-BAA3-B693F70E184F,B06C6A89-EE20-4CA2-93DF-954FA1B3D142,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.365837188,,0.684,0.026,0.266,0.02,0.037,,1.0901,0,0,0.002,0,0.001
4074,B7DFAB6B-A353-4E1F-8D12-1C9D77CAD991,90322361-F862-4450-B2B6-8E295EC82E2B,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.027790156,,0.565,0.017,0.196,0.043,0.03,,1.0736,0,0,0.011,0,0
4061,29F711D1-0AA9-44F3-9917-73C14F4A622E,E8F939E6-6CF7-44A6-9053-E81515FFDE3B,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.025759726,,0.649,0.017,0.222,0.024,0.037,,1.0836,0.014,0,0.002,0,0
4062,AAFC2C70-DE72-4D9F-A330-297FCA7C22F5,7C982FCC-CAAE-425F-BB43-54E7D2D38910,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.032866308,,0.724,0.022,0.332,0.025,0.032,,1.0782,0,0,0.003,0,0.001
4063,37F4DBF4-79BE-4C50-A886-1B2A5FD33F6D,84FF5E3F-AC54-43A1-BEBD-1C336A9AA3B6,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.035518724,,0.638,0.013,0.224,0.035,0.017,,1.0786,0,0,0.005,0,0
4064,7A5204DE-8BA8-40DE-9D83-7C9116D183D2,7D153141-15E8-4A70-9E5D-51DB2C8DA698,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.037388353,,0.746,0.009,0.352,0.022,0.023,,1.0756,0,0,0.002,0,0.006
4065,FDF40611-B0AE-4DF1-BCC9-24465BD036B4,7247310C-F7FA-4E2E-B868-6520C520CF11,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.039290291,,0.619,0.017,0.221,0.035,0.025,,1.0788,0,0,0.003,0,0
4066,D0E8FC0F-EF42-41A7-9EC0-738E99B35B70,D7954F7B-8A86-4653-9D04-A88B3CD31579,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.0265954,,0.661,0.019,0.226,0.03,0.029,,1.0787,0,0,0.006,0,0
4069,63D7D5F3-53F0-449D-9B29-330BC9C1FF23,556EE5A7-B11A-44BB-92E5-27C7CB892BBF,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.028130034,,0.509,0.014,0.151,0.032,0.072,,1.0802,0,0,0.009,0,0.05
4070,96EDC98E-9D6D-4297-8B57-5B7623A9CB39,255B5465-1DD4-4713-A3F8-D5324FFFD19D,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.041179977,,0.64,0.011,0.272,0.032,0.034,,1.0745,0,0,0.002,0,0.012
4071,835FC7F6-EB2E-46B2-B853-A64A4650E635,80B6D74F-0A0B-41EF-96B4-580A4056435E,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.048439138,,0.666,0.006,0.24,0.02,0.011,,1.0803,0,0,0,0,0.001
4072,56267974-B0A0-4717-9D83-200C8F14DE66,ADF2899B-141E-47E6-A407-24821F9A5268,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.048105143,,0.686,0.008,0.319,0.027,0.017,,1.0764,0,0,0.007,0,0.001
4073,CA8F1DE1-50B2-4A85-AB09-EE36308BB1FB,03347935-8F03-4E01-9006-3111CB1D9676,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.041447051,,0.673,0.017,0.273,0.023,0.039,,1.0819,0,0,0.005,0,0.014
4075,B07A3C69-A374-4BAC-826B-08A3BF88547B,6DAF0203-BF92-4C0D-8A99-07DA3111AC87,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.040196571,,0.649,0.014,0.238,0.025,0.036,,1.0751,0.01,0,0.018,0,0.001
4077,8D2C1F0A-5E07-4982-A709-638D27B11EBC,CE0912CB-6174-48BC-B02C-1CFFFECF7D18,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.044587574,,0.594,0.013,0.216,0.038,0.026,,1.0785,0,0,0.02,0,0
4078,556BABB4-70DD-40F7-87B2-792AE024A249,D30B4903-1566-4584-BF63-8900BDFE0C77,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.03634619,,0.533,0.019,0.14,0.044,0.037,,1.0718,0,0,0.014,0,0.002
4079,56C26049-4E95-4C92-9A9B-AB6BB1EAF65E,AFD321B1-F630-44C6-9238-CDC6C092E61B,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.043980146,,0.613,0.008,0.218,0.04,0.015,,1.077,0,0,0.007,0,0
4080,FA946E9F-42EF-48B4-B2B4-0E9C6DCF7236,062FE063-67A3-4852-9572-B7247AE660A1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.328974798,,0.753,0.027,0.355,0.023,0.039,,1.0867,0.005,0,0,0,0.001
4081,D15E8CB1-C00D-452C-BAA3-B693F70E184F,B06C6A89-EE20-4CA2-93DF-954FA1B3D142,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.167134734,,0.655,0.043,0.226,0.017,0.069,,1.0845,0.011,0,0.002,0,0.005
4082,5C69B5F1-EA17-4DE6-979F-E11034E4F966,0BBFEEA3-F2A9-47F9-88EF-FEE79FAFCD0F,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.435634732,,0.688,0.012,0.313,0.028,0.024,,1.0761,0,0,0.011,0,0.002
4080001,FA946E9F-42EF-48B4-B2B4-0E9C6DCF7236,062FE063-67A3-4852-9572-B7247AE660A1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.017603234,,0.753,0.027,0.355,0.023,0.039,,1.0867,0.005,0,0,0,0.001
4081001,D15E8CB1-C00D-452C-BAA3-B693F70E184F,B06C6A89-EE20-4CA2-93DF-954FA1B3D142,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.367818848,,0.655,0.043,0.226,0.017,0.069,,1.0845,0.011,0,0.002,0,0.005
4083001,FA946E9F-42EF-48B4-B2B4-0E9C6DCF7236,062FE063-67A3-4852-9572-B7247AE660A1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.006364926,,0.756,0.01,0.342,0.023,0.021,,1.0892,0,0,0.002,0,0.001
4082001,5C69B5F1-EA17-4DE6-979F-E11034E4F966,0BBFEEA3-F2A9-47F9-88EF-FEE79FAFCD0F,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.013262087,,0.688,0.012,0.313,0.028,0.024,,1.0761,0,0,0.011,0,0.002
4083,FA946E9F-42EF-48B4-B2B4-0E9C6DCF7236,062FE063-67A3-4852-9572-B7247AE660A1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.167928547,,0.756,0.01,0.342,0.023,0.021,,1.0892,0,0,0.002,0,0.001
4084,E8875654-5109-43C4-BC6B-440D68CF79FF,23E0693F-6D27-4328-BCB2-0BC863A0D47D,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.110963609,,0.606,0.014,0.19,0.029,0.023,,1.0794,0,0,0.001,0,0.001
4085,EEA2DB92-BCDE-4A21-82BF-1D25CDB20E4F,88397F06-7E9D-47AA-8B9B-49D544111146,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.107031349,,0.589,0.022,0.189,0.032,0.042,,1.0798,0,0,0.004,0,0.003
4086,FBAA4556-9D92-4F83-8D7C-8BDA3B80260E,209A90BD-EDC0-4C56-8041-A1081273B2A0,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.036219674,,0.561,0.007,0.126,0.038,0.013,,1.0825,0,0,0,0,0
4087,2B892206-F29F-405E-A386-EAF5826C7DCC,6906FE3A-0F13-4211-95EC-3535990E9329,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.087159201,,0.711,0.008,0.348,0.015,0.039,,1.0731,0.017,0,0.003,0,0.001
4088,381BEA4B-D840-4C58-AEC1-C61D7A535293,5741C878-C258-4C0F-A716-56E3473CE0E8,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.028004477,,0.67,0.01,0.281,0.034,0.018,,1.0791,0,0,0.002,0,0.001
4089,463F8A7D-BDBF-40E5-8575-6F2EFEDCEDCE,8606572A-931E-43AA-94A8-59F97C4F0579,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.002826511,,0.663,0.001,0.271,0.025,0.01,,1.0784,0,0,0.003,0,0
4090,AE4A5A5F-6D49-4F65-8D93-53A7265D7173,C6698CB5-C4A8-4530-B39E-49AC2F72785D,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.049061052,,0.641,0.005,0.221,0.027,0.016,,1.079,0,0,0,0,0.005
4091,EAA76B56-2F13-4C1A-957D-9488734B33D9,D34DDCBB-93BC-4557-92F6-0BBFBF5CEE19,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.046092533,,0.572,0.005,0.156,0.031,0.013,,1.0779,0,0,0.001,0,0.001
4092,F4F7EBFA-50A6-45E2-AC09-D847E91B9BE5,B85CE798-0868-452D-B74F-75C94F6E65A7,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.043578943,,0.678,0.01,0.262,0.026,0.023,,1.078,0,0,0.004,0,0
4093,37FDAB4B-65A1-4E96-AAC1-ECAA0D68B615,5CB85B80-3CDA-44E3-8F05-E060749789A1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.77469415,,0.565,0.01,0.159,0.031,0.022,,1.0858,0.001,0,0.004,0,0
4094,62096E15-5884-4A79-8EE1-789B6BBD3632,41255883-87D9-4F47-80A6-3FF5CCF802C9,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.100827848,,0.608,0.015,0.225,0.027,0.035,,1.075,0,0,0.002,0,0
4095,37FDAB4B-65A1-4E96-AAC1-ECAA0D68B615,5CB85B80-3CDA-44E3-8F05-E060749789A1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.207145237,,0.534,0.009,0.135,0.031,0.02,,1.0851,0,0,0.004,0,0
4096,8F64D166-CC08-437A-AC1A-8DAA25B312D3,27D64F8B-B02C-4CF7-B75F-A29EDEA44C67,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.173282278,,0.39,0.011,0.068,0.065,0.062,,1.0829,0,0,0.003,0,0.044
4097,EEA2DB92-BCDE-4A21-82BF-1D25CDB20E4F,88397F06-7E9D-47AA-8B9B-49D544111146,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.271711331,,0.544,0.013,0.16,0.04,0.038,,1.07756,0.006,0,0.004,0,0.005
4098,5C69B5F1-EA17-4DE6-979F-E11034E4F966,0BBFEEA3-F2A9-47F9-88EF-FEE79FAFCD0F,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.537565184,,0.703,0.009,0.326,0.025,0.02,,1.0793,0,0,0.008,0,0.002
4099,7C3F6D18-3F4A-4B96-8A37-7A9430AB3E9B,9A7A9EDA-4F41-433A-8BB5-9A172DAF6524,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.043438127,,0.686,0.016,0.315,0.026,0.035,,1.0759,0,0,0.027,0,0
4100,DBBF8BF3-D4EB-4622-A7AD-D54BCC25FB01,B50EDB37-0353-45F3-9586-864C55D4B98E,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.050576059,,0.67,0.013,0.272,0.02,0.029,,1.0786,0,0,0.01,0,0.003
4101,C8C923BC-8183-4067-847F-FE2A601E0D3B,863ECF98-348C-4E04-B0AF-5666DC5E311E,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.04738535,,0.597,0.02,0.218,0.03,0.051,,1.0843,0.019,0,0.015,0,0
4102,1152167D-BD32-4FAD-B478-182216AECD0D,55A4AC1F-AFED-4DED-B286-73F92A423BFA,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.046204846,,0.753,0.025,0.402,0.012,0.036,,1.0741,0,0,0.018,0,0.001
4111,C20E7E8E-8F9B-4417-BBED-7D2B7E52DBD0,3D0C94C3-8C9A-4D15-812F-F606E6EAA0D2,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.477720847,,0.69,0.015,0.23,0.013,0.034,,1.0812,0,0.003,0.009,0,0
