USDAInspectionNumber,StoredCropID,PlantedCropID,StorageBinID,isEstimated,PercentOfHarvestedYield,PercentBruiseFree,PercentSixOz,PercentSoftRot,PercentTenOz,PercentUndersize,PercentUnusable,PercentUSDA1,SpecificGravity,PercentHollow,PercentInternalDiscolored,PercentMechanicalDamaged,PercentPinkEye,PercentPitScab
4335,85E37069-FB64-4678-AF88-108888F15A93,548446ED-B43D-4200-8386-E6F4F2859DD6,7AB433AC-A76D-4162-BCE7-AD20723AE24C,0,0.158362415,0.735,0.586,0.021,0.199,0.025,0.054,0.861,1.0874,0.002,0,0.001,0.001,0
4336,3FD82DE6-CF07-44AD-A484-7C6014CD4B07,517F85E1-947A-424E-884F-3E70912CE4F0,821B160A-DEDB-4819-ABDD-75A0F16BB803,0,0.075241324,0.887,0.709,0.004,0.294,0.004,0.042,0.916,1.0743,0.02,0,0,0.013,0
4337,D52F6064-B48B-4085-BBCE-FF892566B74A,ACB7560C-2838-4C1D-9569-23198E621EC8,1BB0DB33-5335-4095-927A-EB72209C0DFB,0,0.15226556,0.877,0.735,0.013,0.346,0.017,0.033,0.878,1.079,0,0,0.033,0.004,0
4338,E0BE8D7F-7480-4769-957B-549A4E7004EE,ABDFC7C0-BC8E-49B8-8136-2F8B4E53A2BF,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.172859876,0.81,0.649,0.02,0.289,0.024,0.052,0.846,1.0781,0.01,0,0.009,0.001,0.002
4339,9C795143-829C-4375-AB8B-7CB6EC30B4E7,3D0C94C3-8C9A-4D15-812F-F606E6EAA0D2,DC101218-7A6A-416E-A880-4837DE382B2F,0,0.3475691,0.931,0.613,0.04,0.221,0.01,0.106,0.76,1.0809,0,0.037,0.005,0.009,0
4340,19BB5B3E-9607-4FD8-A266-7DDE437ACB2B,D34DDCBB-93BC-4557-92F6-0BBFBF5CEE19,ED19D11D-62B6-48B4-9A0F-7C21A91B45D8,0,0.35306863,0.765,0.659,0.021,0.281,0.016,0.061,0.821,1.0737,0.004,0,0.003,0.016,0.001
4341,66911970-BAE5-4116-87C6-3A8E3ABEBEFC,0E785177-C69A-4D73-A4B6-24BD64223F5C,00C6123F-413E-4BDB-9E83-8DE289DD0F8E,0,0.255386262,0.94,0.683,0.001,0.289,0.017,0.024,0.867,1.0751,0,0.002,0.005,0,0.013
4342,E0BE8D7F-7480-4769-957B-549A4E7004EE,ABDFC7C0-BC8E-49B8-8136-2F8B4E53A2BF,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.214772642,0.624,0.601,0.019,0.231,0.021,0.095,0.763,1.0776,0.038,0,0.027,0.003,0.009
4343,48B44E40-0E7F-41CB-B1F1-363739D4BC6E,83934075-0037-400C-864A-F519D6120CB2,0F39D7C8-D425-4BEF-8BE2-28D76F6826D8,0,0.146482343,0.94,0.683,0.003,0.262,0.009,0.033,0.887,1.0717,0,0.011,0.002,0.012,0.003
4344,70629619-E381-471C-A2BF-4632A8CE0C9F,6B8DF939-5A27-43EF-8F9C-20072846EC95,051997C9-EA95-417D-BABB-B1A5F6F687FA,0,0.429473617,0.884,0.608,0.028,0.21,0.016,0.076,0.838,1.0779,0.024,0,0.004,0.005,0.002
4345,32FE9D55-1306-40C4-91E5-26D1584D794E,4FC646BC-1003-4C50-BB49-56D691CB4889,D84AC8F1-2245-4B79-8887-A2F38C52E439,0,0.416911213,0.913,0.553,0.007,0.189,0.017,0.151,0.642,1.0932,0.003,0,0.004,0.015,0.116
4346,BDD88303-27E1-475D-AE1E-52C9B027EDE7,AACEB49A-2308-4639-AD0C-9636053892AC,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.032812812,0.93,0.633,0.036,0.252,0.03,0.078,0.84,1.0819,0.001,0,0.008,0.026,0.002
4347,3654E27F-34C7-4367-B084-0F8139A1F7DF,F1819D1D-04A0-4677-B1E9-0A8D3061A6F0,20D8C575-0CDE-4667-A05E-73B281B442D2,0,0.59260533,0.833,0.592,0.016,0.236,0.041,0.05,0.82,1.0786,0.008,0,0.014,0.005,0.002
4348,6B63E574-0806-4360-920C-14F6EEE8AA13,11ED211D-A4EB-4052-83AD-6A20A608E959,051997C9-EA95-417D-BABB-B1A5F6F687FA,0,0.774584812,0.818,0.589,0.012,0.186,0.021,0.093,0.733,1.0824,0.002,0,0.005,0.004,0.064
4349,F78D7F2E-441A-4E65-BD6B-F115497C8458,273D7593-5BB3-44BB-995A-A0341227170E,284A83E6-568C-4859-9E55-526ABE9D5979,0,0.446115515,0.827,0.727,0.008,0.325,0.011,0.043,0.882,1.0884,0.023,0,0,0,0
4350,EEAD22C9-8801-4A3F-AA13-0558A3BF13F2,47156A13-C311-4AB9-8A30-B86041BE354F,051997C9-EA95-417D-BABB-B1A5F6F687FA,0,0.462205487,0.873,0.662,0.031,0.341,0.013,0.139,0.644,1.0903,0.018,0,0.001,0.017,0.064
4351,EEAD22C9-8801-4A3F-AA13-0558A3BF13F2,47156A13-C311-4AB9-8A30-B86041BE354F,051997C9-EA95-417D-BABB-B1A5F6F687FA,0,0.537794513,0.862,0.686,0.023,0.334,0.011,0.095,0.744,1.0837,0.008,0,0.004,0.014,0.039
4352,4486051D-8546-4AAC-B532-B57BD7A6C41C,7A6C3B07-8447-4CC4-B396-DED50C8F7852,DC101218-7A6A-416E-A880-4837DE382B2F,0,0.491159193,0.862,0.674,0.029,0.311,0.016,0.074,0.87,1.0858,0.002,0,0.005,0.017,0.001
4353,66911970-BAE5-4116-87C6-3A8E3ABEBEFC,0E785177-C69A-4D73-A4B6-24BD64223F5C,00C6123F-413E-4BDB-9E83-8DE289DD0F8E,0,0.252228825,0.892,0.69,0.006,0.307,0.017,0.035,0.94,1.084,0.008,0,0.003,0.008,0.004
4354,E0BE8D7F-7480-4769-957B-549A4E7004EE,ABDFC7C0-BC8E-49B8-8136-2F8B4E53A2BF,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.235716494,0.813,0.605,0.028,0.217,0.013,0.119,0.759,1.0762,0.046,0,0.019,0.011,0.012
4355,04C67571-56CB-4A25-8CDE-BC2EAF737909,90E4B74D-9037-4202-BEE3-880F65958F87,B44FF70D-5A3A-4685-BE96-FBEC6BC72174,0,0.164247745,0.792,0.558,0.023,0.151,0.022,0.055,0.863,1.0782,0.001,0,0.003,0.012,0
4356,81B409CD-E009-46C9-B21C-A2420114F450,107F7812-936F-41E7-BE5A-F5C6D7073EAA,F844BDFA-67C5-4F3C-9AC6-91D0521E87E0,0,0.509229155,0.914,0.661,0.021,0.242,0.014,0.051,0.876,1.0854,0.005,0,0.006,0.013,0.002
4357,2CCA22DC-B0B6-4685-908A-01CC21F8DB56,83F4E751-94DB-4F46-AA80-6790EE6F7FE8,00C6123F-413E-4BDB-9E83-8DE289DD0F8E,0,0.261228374,0.791,0.675,0.018,0.322,0.015,0.111,0.786,1.0883,0.064,0,0.003,0.008,0
4358,F78D7F2E-441A-4E65-BD6B-F115497C8458,273D7593-5BB3-44BB-995A-A0341227170E,284A83E6-568C-4859-9E55-526ABE9D5979,0,0.313833709,0.629,0.712,0.008,0.294,0.018,0.021,0.912,1.0967,0.002,0,0,0.001,0
4359,D9435F94-18A8-4934-9699-8CD52FE4A6C0,D7954F7B-8A86-4653-9D04-A88B3CD31579,ED19D11D-62B6-48B4-9A0F-7C21A91B45D8,0,0.167573696,0.717,0.716,0.026,0.329,0.017,0.057,0.884,1.0818,0.002,0,0.003,0.018,0
4360,0B5253B7-18E0-4646-B76D-246908E05D62,3C9AD93B-E186-4AF7-927D-F9787E48F6F1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.039869437,0.82,0.662,0.021,0.281,0.034,0.066,0.714,1.0758,0.008,0,0.014,0.007,0
4361,70B1FC46-292F-4ABD-9524-9F35D88E47AD,7247310C-F7FA-4E2E-B868-6520C520CF11,807908F5-67A2-4F59-8D47-ECF512294BAB,0,0.373870683,0.878,0.656,0.025,0.271,0.017,0.075,0.853,1.0862,0.006,0,0.004,0.03,0
4362,D9435F94-18A8-4934-9699-8CD52FE4A6C0,D7954F7B-8A86-4653-9D04-A88B3CD31579,ED19D11D-62B6-48B4-9A0F-7C21A91B45D8,0,0.306856711,0.875,0.684,0.026,0.336,0.016,0.067,0.871,1.0803,0.01,0,0.004,0.017,0
4363,2CCA22DC-B0B6-4685-908A-01CC21F8DB56,83F4E751-94DB-4F46-AA80-6790EE6F7FE8,00C6123F-413E-4BDB-9E83-8DE289DD0F8E,0,0.617131216,0.683,0.693,0.009,0.347,0.017,0.077,0.831,1.092,0.033,0,0.007,0.007,0
4364,EFA9DFCC-8854-4F7B-9798-51066DA83A50,6F782411-285E-4AA5-A99C-4C206B7FF7DF,F06697E3-F6C1-41B9-BE11-F3ABF450DBF8,0,0.056201225,0.756,0.67,0.019,0.347,0.018,0.093,0.823,1.0758,0.002,0,0.008,0.056,0.001
4365,D2C47212-4804-41AD-9F0F-CAB324FB0D3E,7783778A-0F5F-4AB7-B087-80F340E715C0,ED3747BF-65DC-4501-B789-6FC8A2C0ADDA,0,0.583111767,0.696,0.747,0.017,0.347,0.01,0.045,0.95,1.0888,0.002,0,0.002,0.019,0
4366,F78D7F2E-441A-4E65-BD6B-F115497C8458,273D7593-5BB3-44BB-995A-A0341227170E,284A83E6-568C-4859-9E55-526ABE9D5979,0,0.222259454,0.662,0.682,0.005,0.3,0.03,0.036,0.851,1.0922,0,0.009,0,0,0
4367,48B44E40-0E7F-41CB-B1F1-363739D4BC6E,83934075-0037-400C-864A-F519D6120CB2,0F39D7C8-D425-4BEF-8BE2-28D76F6826D8,0,0.162781276,0.845,0.655,0.007,0.179,0.01,0.048,0.898,1.0724,0.014,0,0,0.015,0.003
4368,81B409CD-E009-46C9-B21C-A2420114F450,107F7812-936F-41E7-BE5A-F5C6D7073EAA,F844BDFA-67C5-4F3C-9AC6-91D0521E87E0,0,0.490770845,0.75,0.708,0.023,0.285,0.01,0.061,0.855,1.0792,0.014,0,0.005,0.01,0.004
4369,7522274F-D086-4857-8C73-2199BEA3E7EE,F1F7032E-132A-4E6F-BB8A-9B70B10E352D,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.383846362,0.769,0.644,0.018,0.279,0.016,0.094,0.76,1.0787,0.004,0,0.004,0.005,0.045
4370,33F69A98-5C11-4F6D-9F67-AD98EA81C2E2,03347935-8F03-4E01-9006-3111CB1D9676,807908F5-67A2-4F59-8D47-ECF512294BAB,0,0.292256577,0.844,0.713,0.016,0.34,0.009,0.086,0.778,1.073,0.006,0,0.006,0.037,0.018
4371001,DA952517-F67A-4DF3-9FDD-821DBA518F7B,6DAF0203-BF92-4C0D-8A99-07DA3111AC87,0982E740-8C1E-4F0E-9FC7-E9A41FA93655,1,0.02607841,0.776,0.699,0.022,0.328,0.014,0.062,0.866,1.072,0.005,0,0.013,0.022,0
4377001,A6B153E1-E10C-4007-94D4-6BB905F5F56F,6F782411-285E-4AA5-A99C-4C206B7FF7DF,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.319095994,0.483,0.556,0.042,0.256,0.022,0.135,0.799,1.0774,0.074,0,0.015,0,0
4377002,EFA9DFCC-8854-4F7B-9798-51066DA83A50,6F782411-285E-4AA5-A99C-4C206B7FF7DF,F06697E3-F6C1-41B9-BE11-F3ABF450DBF8,1,0.062301853,0.483,0.556,0.042,0.256,0.022,0.135,0.799,1.0774,0.074,0,0.015,0,0
4384001,6DCCA90E-EF2D-47F7-B4C0-A6A42DDE84BF,CE0912CB-6174-48BC-B02C-1CFFFECF7D18,1BB0DB33-5335-4095-927A-EB72209C0DFB,1,0.061594699,0.782,0.67,0.016,0.305,0.025,0.06,0.844,1.0764,0.005,0.007,0.024,0.014,0
4391001,EB24FE04-36DF-4768-A95E-DF0B4FDC343F,C00C066C-13FC-430B-BAC6-53AE2966D701,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.0409014,0.893,0.57,0.013,0.165,0.02,0.044,0.868,1.086,0.014,0,0.015,0.003,0
4392001,C1AF8FCF-5504-477C-9E00-0500DB93359F,644D09A4-90E7-4667-8B33-CDDFC95DE12F,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.37906237,0.875,0.546,0.025,0.182,0.035,0.068,0.791,1.0954,0.003,0,0.003,0.001,0
4392002,C1AF8FCF-5504-477C-9E00-0500DB93359F,644D09A4-90E7-4667-8B33-CDDFC95DE12F,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.01055534,0.875,0.546,0.025,0.182,0.035,0.068,0.791,1.0954,0.003,0,0.003,0.001,0
4394001,28C20B45-7E50-43EF-B52C-F19F6BF0A981,1C56ACBA-AAD5-41C3-8C2A-1CA9A094EA43,00C6123F-413E-4BDB-9E83-8DE289DD0F8E,1,0.018371804,0.69,0.696,0.046,0.32,0.014,0.09,0.75,1.0978,0.007,0,0.005,0.011,0
4396001,E143478A-8B38-446A-9F0B-1D5B843C9C5D,86119D36-9A61-433E-9FF6-F118DF185E09,7F20DBB5-6DF0-43EF-A1EF-7F866C64E166,1,0.060099643,0.928,0.581,0.005,0.205,0.042,0.044,0.853,1.0925,0.026,0,0.008,0.001,0.001
4398001,F32366BA-9C93-464A-BBC5-6B855970F612,F969E212-9FE0-4103-90A6-8527F3E3D9AC,5DC5AB71-1D4D-48A8-A932-26D126E8EE3F,1,0.048178112,0.854,0.672,0.006,0.257,0.013,0.025,0.911,1.1076,0.002,0,0.003,0.001,0
4403001,70A4250C-1C2D-4D0F-8C38-C29F08AEFABD,0DF0B5E8-1D67-43E5-A16B-94ED8B723ECE,5DC5AB71-1D4D-48A8-A932-26D126E8EE3F,1,0.254064274,0.675,0.685,0.007,0.207,0.01,0.028,0.88,1.0885,0.001,0,0.002,0.001,0
4380001,CC55AE80-A03D-48C9-98EB-76661D29B299,BF603064-7174-4568-87E0-58E4698AF5C8,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.154605062,0.846,0.614,0.02,0.268,0.034,0.077,0.827,1.0794,0.012,0,0.005,0.03,0
4380002,CC55AE80-A03D-48C9-98EB-76661D29B299,BF603064-7174-4568-87E0-58E4698AF5C8,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.017466636,0.846,0.614,0.02,0.268,0.034,0.077,0.827,1.0794,0.012,0,0.005,0.03,0
4371,DA7DB87A-3E68-4884-8DC3-728279AAEB64,6DAF0203-BF92-4C0D-8A99-07DA3111AC87,CBB70A16-C82B-42B2-8620-216E3158C9E8,0,0.399742274,0.776,0.699,0.022,0.328,0.014,0.062,0.866,1.072,0.005,0,0.013,0.022,0
4372,92898CC1-63E9-4E71-8A37-A05FE2476A15,45E46658-D06D-4364-BA07-C4E582D5BBC8,C3931881-9887-4A77-81D4-16C30571BE18,0,0.208153365,0.819,0.76,0.008,0.345,0.011,0.052,0.841,1.0756,0.023,0,0.015,0.005,0.001
4373,733E91FD-6837-4D67-A1DB-552B3AA7C2A2,D30B4903-1566-4584-BF63-8900BDFE0C77,1BB0DB33-5335-4095-927A-EB72209C0DFB,0,0.422260345,0.775,0.597,0.021,0.19,0.029,0.056,0.838,1.0711,0.004,0,0.019,0.007,0.004
4374,48B44E40-0E7F-41CB-B1F1-363739D4BC6E,83934075-0037-400C-864A-F519D6120CB2,0F39D7C8-D425-4BEF-8BE2-28D76F6826D8,0,0.180166986,0.866,0.649,0.005,0.196,0.01,0.039,0.915,1.0732,0.013,0,0.001,0.008,0.004
4375,4D2DCFC6-5463-42DE-AEF7-39FC56397CBF,EC644B7D-D07E-43CA-8AE7-73600AB0BCFE,00C6123F-413E-4BDB-9E83-8DE289DD0F8E,0,1,0.789,0.379,0.006,0.069,0.038,0.027,0.893,1.0826,0.001,0,0.011,0.001,0
4376,9D4394ED-6955-40A5-9FF3-B4523D29BC10,A65C3221-D0AA-4301-8AF4-4C691A3C6AAB,BA6CAD63-86E8-4215-B513-F4FB23FC4D76,0,0.464453451,0.763,0.574,0.015,0.144,0.022,0.059,0.858,1.0786,0.02,0,0.009,0.005,0.007
4377,A6B153E1-E10C-4007-94D4-6BB905F5F56F,6F782411-285E-4AA5-A99C-4C206B7FF7DF,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.071984362,0.483,0.556,0.042,0.256,0.022,0.135,0.799,1.0774,0.074,0,0.015,0,0
4378,71BAA668-2D69-46B1-A726-772E5E93B573,DDA95036-FA80-4A1D-B7D0-4C122C17DF3C,4AA523AA-163E-460A-BA6B-20C2D25E057D,0,0.538991492,0.758,0.609,0.005,0.187,0.019,0.033,0.923,1.0829,0.01,0,0.003,0.002,0
4379,85E37069-FB64-4678-AF88-108888F15A93,548446ED-B43D-4200-8386-E6F4F2859DD6,7AB433AC-A76D-4162-BCE7-AD20723AE24C,0,0.181285116,0.835,0.595,0.003,0.221,0.043,0.042,0.856,1.092,0.016,0,0.001,0.002,0
4380,41F4076F-CE9F-40A6-8F7D-35393DABBACE,BF603064-7174-4568-87E0-58E4698AF5C8,F06697E3-F6C1-41B9-BE11-F3ABF450DBF8,0,0.808923186,0.846,0.614,0.02,0.268,0.034,0.077,0.827,1.0794,0.012,0,0.005,0.03,0
4381,DA7DB87A-3E68-4884-8DC3-728279AAEB64,6DAF0203-BF92-4C0D-8A99-07DA3111AC87,CBB70A16-C82B-42B2-8620-216E3158C9E8,0,0.080135416,0.873,0.747,0.019,0.337,0.016,0.046,0.878,1.072,0.004,0,0.006,0.016,0
4382,71BAA668-2D69-46B1-A726-772E5E93B573,DDA95036-FA80-4A1D-B7D0-4C122C17DF3C,4AA523AA-163E-460A-BA6B-20C2D25E057D,0,0.461008508,0.878,0.658,0.013,0.212,0.021,0.034,0.899,1.086,0.006,0,0.003,0,0
4383,33F69A98-5C11-4F6D-9F67-AD98EA81C2E2,03347935-8F03-4E01-9006-3111CB1D9676,807908F5-67A2-4F59-8D47-ECF512294BAB,0,0.353247051,0.877,0.636,0.029,0.297,0.026,0.095,0.87,1.0682,0.003,0,0.003,0.047,0.002
4384,6DCCA90E-EF2D-47F7-B4C0-A6A42DDE84BF,CE0912CB-6174-48BC-B02C-1CFFFECF7D18,1BB0DB33-5335-4095-927A-EB72209C0DFB,0,0.585528508,0.782,0.67,0.016,0.305,0.025,0.06,0.844,1.0764,0.005,0.007,0.024,0.014,0
4385,48B44E40-0E7F-41CB-B1F1-363739D4BC6E,83934075-0037-400C-864A-F519D6120CB2,0F39D7C8-D425-4BEF-8BE2-28D76F6826D8,0,0.130840405,0.916,0.618,0.006,0.17,0.016,0.027,0.927,1.0749,0.001,0,0.007,0.007,0.004
4386,1688D93D-CF46-48BA-9012-BC9A97D8BB25,8EE7593E-8F1D-4FC7-A9DF-46243730985A,84B13C76-F342-4DD8-BE47-EC46BCA59099,0,0.359349378,0.854,0.8,0.019,0.419,0.004,0.043,0.833,1.0885,0.01,0,0.009,0,0.001
4387,D9DE3786-76A4-4152-873D-8E1AC68FCEB5,578AF485-54E4-4AC4-8597-B81150AFEC95,53107F3E-4308-489A-B298-80D55583C4CB,0,0.538282769,0.876,0.64,0,0.298,0.015,0.107,0.84,1.0753,0.03,0,0.009,0.026,0
4388,EFA9DFCC-8854-4F7B-9798-51066DA83A50,6F782411-285E-4AA5-A99C-4C206B7FF7DF,F06697E3-F6C1-41B9-BE11-F3ABF450DBF8,0,0.126299384,0.914,0.611,0.032,0.3,0.031,0.122,0.761,1.0771,0,0.047,0.014,0.028,0
4389,BE6872A5-18D7-40A4-9947-B761F2DD039B,20FAB825-CD7A-48FE-A042-087270DB20E8,5661FD49-F7BE-4041-B3AD-0C621B503E7E,0,0.51389578,0.926,0.736,0.001,0.279,0.018,0.028,0.9,1.0875,0.015,0,0.001,0.004,0
4390,4E0883C3-40DF-428B-AC78-4DE70DF17E17,A4E4836E-1F64-48C3-BB61-A4DFABF45B7C,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.191246566,0.831,0.56,0.013,0.124,0.024,0.061,0.839,1.0844,0.028,0,0.037,0,0
4391,EB24FE04-36DF-4768-A95E-DF0B4FDC343F,C00C066C-13FC-430B-BAC6-53AE2966D701,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.344849225,0.893,0.57,0.013,0.165,0.02,0.044,0.868,1.086,0.014,0,0.015,0.003,0
4392,C1AF8FCF-5504-477C-9E00-0500DB93359F,644D09A4-90E7-4667-8B33-CDDFC95DE12F,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,0,0.026858673,0.875,0.546,0.025,0.182,0.035,0.068,0.791,1.0954,0.003,0,0.003,0.001,0
4393,85E37069-FB64-4678-AF88-108888F15A93,548446ED-B43D-4200-8386-E6F4F2859DD6,7AB433AC-A76D-4162-BCE7-AD20723AE24C,0,0.660352468,0.735,0.563,0.008,0.191,0.036,0.067,0.796,1.1061,0.014,0,0,0.013,0
4394,28C20B45-7E50-43EF-B52C-F19F6BF0A981,1C56ACBA-AAD5-41C3-8C2A-1CA9A094EA43,00C6123F-413E-4BDB-9E83-8DE289DD0F8E,0,0.591131001,0.69,0.696,0.046,0.32,0.014,0.09,0.75,1.0978,0.007,0,0.005,0.011,0
4395,6AD63AC2-D8B6-4699-8612-6A22C8449A1D,255B5465-1DD4-4713-A3F8-D5324FFFD19D,EE9CC013-E44C-4309-BC72-258A43D0949F,0,0.424532815,0.886,0.611,0.028,0.268,0.028,0.091,0.89,1.0837,0.001,0.001,0.002,0.041,0.004
4396,749C904D-4E61-4335-A0F6-121EBC4A78A0,86119D36-9A61-433E-9FF6-F118DF185E09,389FF257-5923-4C11-9BFE-8BB015AD414F,0,0.120259573,0.928,0.581,0.005,0.205,0.042,0.044,0.853,1.0925,0.026,0,0.008,0.001,0.001
4397,44543578-ED31-4C05-9298-2CC28934FF3E,996E3936-5C81-48D5-9E2D-72B395F0BF1A,316A6EFD-F938-46A5-80FE-2B99066C1062,0,0.272546288,0.887,0.622,0.006,0.262,0.02,0.038,0.891,1.1024,0,0.003,0.003,0.018,0
4398,6F1E6010-45FC-4D05-80F6-14A071650CFD,F969E212-9FE0-4103-90A6-8527F3E3D9AC,4AA523AA-163E-460A-BA6B-20C2D25E057D,0,0.242164419,0.854,0.672,0.006,0.257,0.013,0.025,0.911,1.1076,0.002,0,0.003,0.001,0
4399,D9DE3786-76A4-4152-873D-8E1AC68FCEB5,578AF485-54E4-4AC4-8597-B81150AFEC95,53107F3E-4308-489A-B298-80D55583C4CB,0,0.412755126,0.833,0.642,0.038,0.23,0.014,0.098,0.797,1.0743,0.019,0,0.004,0.027,0
4400,8894DE43-49E6-4273-87AE-87A4E6A745A6,61CDC4C0-1986-4870-95CD-36B879D07211,84B13C76-F342-4DD8-BE47-EC46BCA59099,0,0.613148826,0.75,0.821,0.041,0.426,0.003,0.06,0.83,1.0881,0.002,0,0.003,0.001,0
4401,FFA5B55B-D605-492E-930E-0C869E3A7265,CDF84C91-1548-41B7-A327-8C43B5599EAC,4AA523AA-163E-460A-BA6B-20C2D25E057D,0,0.081370392,0.866,0.66,0.014,0.2,0.013,0.037,0.911,1.0875,0.012,0,0.002,0,0
4402,8D2FE009-3594-4B59-9E5F-178232166463,638C53FF-03C4-4BA7-BBD2-F215ACBC866F,463E3EBD-9B59-40F1-BC1E-FFF19C54937A,0,0.293100295,0.78,0.849,0.026,0.622,0.003,0.069,0.83,1.0827,0,0,0.002,0.005,0.013
4403,200EA14B-B16F-479C-B0B0-0A5B91509BC1,0DF0B5E8-1D67-43E5-A16B-94ED8B723ECE,7AA7F9FC-A0F1-4E0E-ABEB-79F33EFB7FDC,0,0.250720192,0.675,0.685,0.007,0.207,0.01,0.028,0.88,1.0885,0.001,0,0.002,0.001,0
4404,268E0CA0-5E66-48B3-844E-D562EA998DF9,64ECA010-CD1A-43FB-A36B-788022CF60B6,4F6D3B4F-75A1-4BA3-A2D7-258260531F5D,0,0.55488,0.75,0.711,0.035,0.373,0.021,0.061,0.839,1.0759,0,0,0.01,0.01,0
4405,E8255B82-2152-4091-A3A4-C811F1E454C0,9A7A9EDA-4F41-433A-8BB5-9A172DAF6524,53107F3E-4308-489A-B298-80D55583C4CB,0,0.536454849,0.935,0.678,0.031,0.314,0.012,0.1,0.89,1.0723,0,0,0.009,0.052,0
4199001,398FE040-D207-4517-9029-E00451A00256,0E785177-C69A-4D73-A4B6-24BD64223F5C,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.00486602,0.935,0.718,0.004,0.295,0.015,0.019,0.97,1.078,0,0,0.02,0.002,0.003
4394002,28C20B45-7E50-43EF-B52C-F19F6BF0A981,1C56ACBA-AAD5-41C3-8C2A-1CA9A094EA43,00C6123F-413E-4BDB-9E83-8DE289DD0F8E,1,0.052388906,0.69,0.696,0.046,0.32,0.014,0.09,0.75,1.0978,0.007,0,0.005,0.011,0
4408001,532298A0-E2E6-49C4-8E50-B443D6566EEC,04804123-490E-471E-A1C9-59EB2C344BD4,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.099476698,0.63,0.615,0.027,0.234,0.026,0.058,0.842,1.0889,0.017,0,0.013,0,0.001
4410001,C082DAEE-2503-46FD-BD2F-CDED46486A51,FB9C76E3-5C54-4CDD-918D-9703090BFD5F,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1,1,0.501333454,0.831,0.627,0.033,0.174,0.013,0.048,0.881,1.0846,0,0,0.005,0.003,0.001
4412001,4C84117D-FCB0-4608-A508-77F279B59660,8170F2D9-899D-4A99-88D1-3E282CBBA3EE,5DC5AB71-1D4D-48A8-A932-26D126E8EE3F,1,0.247250055,0.798,0.654,0.004,0.234,0.013,0.034,0.97,1.0956,0.005,0,0,0.002,0
4414001,70A4250C-1C2D-4D0F-8C38-C29F08AEFABD,0DF0B5E8-1D67-43E5-A16B-94ED8B723ECE,5DC5AB71-1D4D-48A8-A932-26D126E8EE3F,1,0.322496516,0.883,0.64,0.007,0.195,0.011,0.037,0.869,1.117,0,0,0.002,0.008,0
4415001,56305DE2-B69C-4890-AAF3-834339216190,2E975117-9F9C-4B57-9C96-4264268FC5AF,F45EF324-714D-4015-B88D-A46D537D515E,1,0.14181742,0.97,0.503,0.011,0.133,0.046,0.038,0.873,1.0975,0,0,0,0.007,0
4416001,39BEE8A8-4861-4AF0-8368-CDC4F5FB0701,C4D363DE-3C9B-440C-AE8A-4BBA4F6CBDEF,F45EF324-714D-4015-B88D-A46D537D515E,1,0.191419733,0.948,0.643,0.006,0.196,0.016,0.04,0.862,1.0811,0,0,0.002,0.007,0
4417001,943261D3-BB83-4248-AC63-E2B1D3679D3E,D5313EA5-3E7B-47F9-A587-9741E9D9EFBD,F45EF324-714D-4015-B88D-A46D537D515E,1,0.464803004,0.952,0.505,0.007,0.126,0.036,0.055,0.822,1.0888,0,0,0.017,0.004,0
4419001,C521B357-7BF6-44EF-9CE1-FFAC3F09900A,7963F7A2-EAC3-4188-BDD9-B47E1E18D4A5,CEEDEE6A-8397-46FC-BCDD-4867A4EBB304,1,0.394769029,0.934,0.659,0.027,0.333,0.01,0.087,0.835,1.0893,0,0,0.008,0.047,0
4421001,3E39A094-2B0F-40B8-98DC-8181BF996FAD,A0860615-E886-46D2-8F44-D55E80A297A0,D972369C-3F07-40F6-87CA-57A58041C0E4,1,0.10116946,0.71,0.59,0.012,0.186,0.02,0.037,0.889,1.0852,0.001,0,0.008,0,0
4426001,5E2DEBC1-D436-4B96-A614-A6171FE39F2C,51D1375E-002A-4334-9381-DF44BA396845,5DC5AB71-1D4D-48A8-A932-26D126E8EE3F,1,0.236514813,0.837,0.604,0.003,0.149,0.017,0.023,0.914,1.0829,0,0,0.001,0.002,0
